accession	reference_length	covered_bases	reads_aligned	mean_coverage	RPKMF	sequence_name	taxid	kingdom	phylum	class	order	family	genus	species	subspecies	strain	sample_ID	total_filtered_reads_in_sample
AY382779.2	7438	2965	779	16.320253	5.51416	"Human papillomavirus type 96, complete genome"	247269	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 5	Human papillomavirus type 96	Human papillomavirus type 96	SA_7	18993355
AY386330.1	5596	143	1	0.026257804	0.0094085	"B19 virus isolate J35, complete genome"	10798	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Erythroparvovirus	Primate erythroparvovirus 1	Human parvovirus B19	Human parvovirus B19	SA_7	18993355
AY388617.1	4693	146	1	0.032137353	0.0112188	"Bovine adeno-associated virus, complete genome"	256548	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Dependoparvovirus	Adeno-associated dependoparvovirus B	Bovine adeno-associated virus	Bovine adeno-associated virus	SA_7	18993355
AY518894.1	27555	284	4	0.018792192	0.00764289	"Human group 1 coronavirus associated with pneumonia, complete genome"	270642	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus NL63	Human group 1 coronavirus associated with pneumonia	Human group 1 coronavirus associated with pneumonia	SA_7	18993355
AY720891.1	6723	2486	132	3.0643542	1.03373	"Human astrovirus type 4 strain Dresden, complete genome"	35300	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 4	Human astrovirus 4	SA_7	18993355
BK000410.1	34094	3610	26	0.11795899	0.0401508	"TPA: Porcine adenovirus 3, complete genome"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SA_7	18993355
CY005337.1	2341	150	3	0.20538567	0.0674712	"Influenza A virus (A/shorebird/DE/236/2003(H11N9)) segment 1, complete sequence"	352574	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/shorebird/DE/236/2003(H11N9))	Influenza A virus (A/shorebird/DE/236/2003(H11N9))	SA_7	18993355
CY018549.1	1847	150	1	0.08839128	0.0285057	"Influenza B virus (B/Hong Kong/70/1996) segment 4, complete sequence"	416645	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Betainfluenzavirus	Influenza B virus	Influenza B virus (B/Hong Kong/70/1996)	Influenza B virus (B/Hong Kong/70/1996)	SA_7	18993355
CY045584.1	1551	150	1	0.10706638	0.0339458	Influenza A virus (A/swine/Texas/008648/2008(H1N2)) segment 5 sequence	670134	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/swine/Texas/008648/2008(H1N2))	Influenza A virus (A/swine/Texas/008648/2008(H1N2))	SA_7	18993355
CY116313.1	2274	140	1	0.037193973	0.023153	"Influenza A virus (A/swine/England/87842/1990(H3N2)) polymerase PB1 (PB1) and PB1-F2 protein (PB1-F2) genes, complete cds"	1176119	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/swine/England/87842/1990(H3N2))	Influenza A virus (A/swine/England/87842/1990(H3N2))	SA_7	18993355
CY159451.1	1442	137	1	0.106037155	0.0365118	"Influenza A virus (A/swine/Colorado/02875/2009(H1N2)) neuraminidase (NA) gene, complete cds"	1425880	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/swine/Colorado/02875/2009(H1N2))	Influenza A virus (A/swine/Colorado/02875/2009(H1N2))	SA_7	18993355
CY187631.1	2192	340	3	0.1993144	0.0720575	"Influenza A virus (A/Houston/JMM_42/2012(H3N2)) polymerase PA (PA) gene, complete cds; and PA-X gene, complete sequence"	1383502	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/Houston/JMM_42/2012(H3N2))	Influenza A virus (A/Houston/JMM_42/2012(H3N2))	SA_7	18993355
CY187633.1	2311	365	3	0.20823693	0.068347	"Influenza A virus (A/Houston/JMM_42/2012(H3N2)) polymerase PB2 (PB2) gene, complete cds"	1383502	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/Houston/JMM_42/2012(H3N2))	Influenza A virus (A/Houston/JMM_42/2012(H3N2))	SA_7	18993355
DQ002873.1	6321	300	2	0.048614487	0.0166588	"Penaeus monodon hepandensovirus 1, complete sequence"	1513204	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Hepandensovirus	Decapod hepandensovirus 1	Penaeus monodon hepandensovirus 1	Penaeus monodon hepandensovirus 1	SA_7	18993355
DQ280217.1	1497	150	1	0.111358576	0.0351703	"Influenza A virus (A/swine/Ontario/53518/03(H1N1)) nucleoprotein (NP) gene, complete cds"	358577	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/swine/Ontario/53518/03(H1N1))	Influenza A virus (A/swine/Ontario/53518/03(H1N1))	SA_7	18993355
DQ458789.2	20192	19805	558520	4096.8003	1456.32	"Nam Dinh virus isolate 02VN178, complete genome"	325676	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	Nam Dinh virus	Nam Dinh virus	SA_7	18993355
DQ473508.1	7148	143	2	0.040011432	0.0147314	"Rhinovirus A28, complete genome"	147672	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus A	rhinovirus A28	rhinovirus A28	SA_7	18993355
DQ915164.2	31076	1074	2176	10.106512	3.68665	"Bovine coronavirus isolate Alpaca, complete genome"	404135	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Betacoronavirus 1	Bovine coronavirus isolate Alpaca	Bovine coronavirus isolate Alpaca	SA_7	18993355
EF059918.1	750	600	8	1.875	0.5616	"Human rotavirus G12 strain CAU 195 NSP4 gene, complete cds"	215680	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus G12	Rotavirus G12	SA_7	18993355
EF059923.1	2359	2037	121	8.2050705	2.70057	"Human rotavirus G9 strain CAU 202 VP4 gene, complete cds"	42567	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus G9	Rotavirus G9	SA_7	18993355
EF422221.1	7562	5403	3534	71.835266	24.6053	"Human papillomavirus type 107, complete genome"	427343	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 107	Human papillomavirus 107	SA_7	18993355
EF444549.1	5229	591	5	0.14353219	0.0503442	"WU Polyomavirus strain B0, complete genome"	440266	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus quartihominis	WU Polyomavirus	WU Polyomavirus	SA_7	18993355
EF458162.1	12745	107	0	0.010797936	0	"Fowl adenovirus 10, partial genome"	10547	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Aviadenovirus	Fowl aviadenovirus C	Fowl aviadenovirus 10	Fowl aviadenovirus 10	SA_7	18993355
EF584537.1	7742	926	3021	66.58759	20.5445	"Canine papillomavirus - 4 isolate pug2006, complete genome"	464980	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Chipapillomavirus	Chipapillomavirus 2	Canis familiaris papillomavirus 4	Canis familiaris papillomavirus 4	SA_7	18993355
EU030001.1	8406	1455	419	7.4849806	2.62436	"RD114 retrovirus isolate SC3C, complete genome"	11834	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	RD114 retrovirus	unclassified RD114 retrovirus subspecies/strain	unclassified RD114 retrovirus strain	SA_7	18993355
EU305616.1	1557	150	1	0.10660981	0.033815	"Influenza B virus (B/Guangzhou/01/2007) segment 6, complete sequence"	486176	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Betainfluenzavirus	Influenza B virus	Influenza B virus (B/Guangzhou/01/2007)	Influenza B virus (B/Guangzhou/01/2007)	SA_7	18993355
EU305618.1	1097	150	1	0.15839493	0.0479945	"Influenza B virus (B/Guangzhou/01/2007) segment 8, complete sequence"	486176	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Betainfluenzavirus	Influenza B virus	Influenza B virus (B/Guangzhou/01/2007)	Influenza B virus (B/Guangzhou/01/2007)	SA_7	18993355
EU410347.1	7401	2082	1151	24.946766	8.1881	"Human papillomavirus FA75/KI88-03, complete genome"	563190	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus FA75/KI88-03	Human papillomavirus FA75/KI88-03	SA_7	18993355
EU410348.1	7423	4619	3487	71.42431	24.7327	"Human papillomavirus type 110, complete genome"	518629	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 110	Human papillomavirus 110	SA_7	18993355
EU410349.1	7384	1221	3722	81.80564	26.5389	"Human papillomavirus type 111, complete genome"	518630	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 111	Human papillomavirus 111	SA_7	18993355
EU541442.1	7227	439	4	0.08139042	0.0291407	"Human papillomavirus type 112, complete genome"	915427	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 8	Human papillomavirus type 112	Human papillomavirus type 112	SA_7	18993355
EU708896.1	1546	150	1	0.10744986	0.0340556	"Human rotavirus Ro1845 NSP1 protein (NSP1) gene, complete cds"	557245	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Human rotavirus Ro1845	Human rotavirus Ro1845	SA_7	18993355
EU796884.1	7899	2232	2035	39.779972	13.5641	"Feline papillomavirus type 2 isolate Main Coon 2007, complete genome"	568209	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Dyothetapapillomavirus	Dyothetapapillomavirus 1	Felis domesticus papillomavirus 2	Felis domesticus papillomavirus 2	SA_7	18993355
EU840952.2	7108	1977	7258	153.42958	53.7611	"Human rhinovirus C11 strain CL-170085, complete genome"	1240004	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus C	rhinovirus C11	rhinovirus C11	SA_7	18993355
FJ025904.1	37860	223	0	0.75457436	0	"Simian adenovirus 31.2, complete genome"	585088	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C	Simian adenovirus 31.2	Simian adenovirus 31.2	SA_7	18993355
FJ169855.1	2583	150	1	0.06165228	0.0203833	"Rotavirus A strain 02V0002G3 segment 3, complete sequence"	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	SA_7	18993355
FJ222451.1	6171	1356	13	0.32037866	0.110914	"Astrovirus MLB1, complete genome"	568715	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Astrovirus MLB1	unclassified Astrovirus MLB1 subspecies/strain	unclassified Astrovirus MLB1 strain	SA_7	18993355
FJ361201.1	3267	139	1	0.04459416	0.0161157	"Rotavirus A strain 116E/AG segment 1 viral protein 1 (VP1) gene, complete cds"	638299	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A strain 116E/AG	Rotavirus A strain 116E/AG	SA_7	18993355
FJ361210.1	528	157	2	0.4047619	0.199432	"Rotavirus A strain 116E/AG segment 10 non-structural protein 4 (NSP4) gene, complete cds"	638299	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A strain 116E/AG	Rotavirus A strain 116E/AG	SA_7	18993355
FJ410797.2	6310	139	1	0.022564935	0.0083439	"Penaeus monodon hepandensovirus 4, complete genome"	1513208	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Hepandensovirus	Decapod hepandensovirus 1	Penaeus monodon hepandensovirus 4	Penaeus monodon hepandensovirus 4	SA_7	18993355
FJ445177.1	7132	233	2	0.042967632	0.0147644	"Human rhinovirus 9 strain ATCC VR-489, complete genome"	185891	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus A	rhinovirus A9	rhinovirus A9	SA_7	18993355
FJ755405.1	6771	2247	201	4.5379853	1.56294	"Human astrovirus 1 Beijing/293/2007/CHN, complete genome"	626181	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 1 Beijing/293/2007/CHN	Human astrovirus 1 Beijing/293/2007/CHN	SA_7	18993355
FJ810126.1	5759	2455	22	0.53788555	0.201129	"Culex pipiens densovirus, complete genome"	185638	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Protoambidensovirus	Dipteran protoambidensovirus 1	Culex pipiens densovirus	Culex pipiens densovirus	SA_7	18993355
FJ947080.1	7476	1418	1799	34.824596	12.6695	"Human papillomavirus type 115 isolate GC02, complete genome"	696746	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 3	human papillomavirus 115	human papillomavirus 115	SA_7	18993355
FJ973560.1	4958	3211	79	2.43906	0.838917	"Human bocavirus 2b NI strain HBoV2B-NI-213, complete genome"	1511881	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Primate bocaparvovirus 2	Human bocavirus 2b NI	Human bocavirus 2b NI	SA_7	18993355
FJ973620.1	6586	300	2	0.046612803	0.0159885	"Astrovirus VA1, complete genome"	645687	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 9	Astrovirus VA1	Astrovirus VA1	SA_7	18993355
FM955837.2	7466	4574	2078	47.20995	14.654	"Human papillomavirus type 98, complete genome"	587347	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus 98	Human papillomavirus 98	SA_7	18993355
FM955839.1	7380	3780	1372	25.601107	9.78805	"Human papillomavirus type 100, complete genome"	587349	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 100	Human papillomavirus 100	SA_7	18993355
FM955841.1	7667	856	4	6.1986165	0.0274684	"Human papillomavirus type 105, complete genome"	587350	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus 105	Human papillomavirus 105	SA_7	18993355
FM955842.1	7412	208	2	0.048884604	0.0142067	"Human papillomavirus type 113, complete genome"	587351	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 113	Human papillomavirus 113	SA_7	18993355
FN547152.2	7809	300	830	16.252121	5.59604	"Human papillomavirus type 125 complete genome, strain SIBX9"	673323	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 2	Human papillomavirus 125	Human papillomavirus 125	SA_7	18993355
FN677755.1	7436	2385	3918	82.3574	27.7411	"Human papillomavirus type 150, complete genome, isolate SIBX1"	743811	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 5	human papillomavirus 150	human papillomavirus 150	SA_7	18993355
FN677756.1	7386	2547	1080	28.491985	7.69862	"Human papillomavirus type 151, complete genome, isolate SIBX2"	743812	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 151	Human papillomavirus 151	SA_7	18993355
FN824512.2	45480	184	8	0.9438121	0.00926121	"Pigeon adenovirus 1 complete genome, strain IDA4"	764030	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Aviadenovirus	Pigeon aviadenovirus A	Pigeon adenovirus 1	Pigeon adenovirus 1	SA_7	18993355
FR751463.1	3725	153	3	0.115804195	0.0424027	"Torque teno virus complete genome, isolate TTV-HD14a (gbDhDi33.32)"	68887	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus	unclassified Torque teno virus subspecies/strain	unclassified Torque teno virus strain	SA_7	18993355
GQ225794.1	1194	153	2	0.28735632	0.0881909	"Rotavirus A AU32xUK reassortant (UKg9AU32) VP6 protein gene, complete cds"	666966	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A AU32xUK reassortant (UKg9AU32)	Rotavirus A AU32xUK reassortant (UKg9AU32)	SA_7	18993355
GQ428140.1	667	285	5	1.7756287	0.394678	"Rotavirus A giraffe/UCD/IRL/2007 NSP5 (NSP5) gene, complete cds"	705080	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A giraffe/UCD/IRL/2007	Rotavirus A giraffe/UCD/IRL/2007	SA_7	18993355
GQ845442.1	7304	1214	1156	23.846659	8.33288	"Human papillomavirus type 120, complete genome"	765052	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 120	Human papillomavirus 120	SA_7	18993355
GQ845444.1	7397	4271	4703	96.84352	33.4748	"Human papillomavirus type 122, complete genome"	765054	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 122	Human papillomavirus 122	SA_7	18993355
GQ845445.1	7329	291	2	0.040534895	0.0143676	"Human papillomavirus type 123, complete genome"	765055	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 7	Human papillomavirus 123	Human papillomavirus 123	SA_7	18993355
GQ845446.1	7489	947	8	0.16241995	0.0562425	"Human papillomavirus type 124, complete genome"	765056	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	human papillomavirus 124	human papillomavirus 124	SA_7	18993355
GU117630.1	7388	180	1	0.02486875	0.00712642	"Human papillomavirus type 130, complete genome"	909329	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 10	Human papillomavirus 130	Human papillomavirus 130	SA_7	18993355
GU117634.1	7309	1242	8	0.1665037	0.0576276	"Human papillomavirus type 134, complete genome"	909333	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 7	Human papillomavirus 134	Human papillomavirus 134	SA_7	18993355
GU129016.1	7164	150	1	0.0213858	0.00734925	"Human papillomavirus type 148, complete genome"	942038	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 12	Human papillomavirus 148	Human papillomavirus 148	SA_7	18993355
GU233853.1	7219	318	520	6.191399	3.79249	"Human papillomavirus type 129, complete genome"	931210	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 9	Human papillomavirus type 129	Human papillomavirus type 129	SA_7	18993355
GU452720.1	3893	439	4	0.1573604	0.0540971	"Mosquito densovirus BR/07, complete genome"	945962	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Brevidensovirus	Mosquito densovirus BR/07	unclassified Mosquito densovirus BR/07 subspecies/strain	unclassified Mosquito densovirus BR/07 strain	SA_7	18993355
GU589580.1	2304	136	1	0.06313835	0.0228516	"Mammalian orthoreovirus 3 strain Abney segment M1, complete sequence"	538123	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	Mammalian orthoreovirus 3	Mammalian orthoreovirus 3	SA_7	18993355
GU937877.1	3302	3078	110	5.1687818	1.75394	"Caprine rotavirus A strain GO34 RNA-dependent RNA polymerase (VP1) gene, complete cds"	204932	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Caprine rotavirus A	Caprine rotavirus A	SA_7	18993355
GU937881.1	1356	1101	70	9.240464	2.71792	"Caprine rotavirus A strain GO34 VP6 protein (VP6) gene, complete cds"	204932	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Caprine rotavirus A	Caprine rotavirus A	SA_7	18993355
GU937884.1	1059	143	1	0.15731573	0.0497167	"Caprine rotavirus A strain GO34 NSP2 protein (NSP2) gene, complete cds"	204932	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Caprine rotavirus A	Caprine rotavirus A	SA_7	18993355
GU937886.1	751	150	2	0.31281197	0.140213	"Caprine rotavirus A strain GO34 NSP4 protein (NSP4) gene, complete cds"	204932	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Caprine rotavirus A	Caprine rotavirus A	SA_7	18993355
GU984757.1	1356	805	15	1.8507463	0.582411	"Bovine rotavirus A strain 68 VP6 (VP6) gene, complete cds"	35333	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Bovine rotavirus A	Bovine rotavirus A	SA_7	18993355
GU984760.1	1062	528	5	0.87938595	0.247881	"Bovine rotavirus A strain 68 VP7 (VP7) gene, complete cds"	35333	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Bovine rotavirus A	Bovine rotavirus A	SA_7	18993355
GU989205.1	5232	290	1478	23.857733	14.8732	"Trichodysplasia spinulosa-associated polyomavirus, complete genome"	862909	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Alphapolyomavirus	Alphapolyomavirus octihominis	Trichodysplasia spinulosa-associated polyomavirus	Trichodysplasia spinulosa-associated polyomavirus	SA_7	18993355
HE963025.1	7443	180	2	0.08926368	0.0141475	"Human papillomavirus type 159 complete genome, isolate SIBX8"	1209820	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 159	Human papillomavirus 159	SA_7	18993355
HF930491.1	7359	1449	3160	64.064224	22.6082	"Human papillomavirus type 174 complete genome, isolate V001"	1347832	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 174	Human papillomavirus 174	SA_7	18993355
HG421739.1	7228	450	4	0.08378073	0.0291367	"Human papillomavirus type 179 complete genome, isolate SIBX16"	1472342	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 15	Human papillomavirus 179	Human papillomavirus 179	SA_7	18993355
HG530535.1	7324	138	1	0.013102871	0.00718869	"Human papillomavirus type 184 complete genome, isolate SIBX17"	1472343	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 25	Human papillomavirus 184	Human papillomavirus 184	SA_7	18993355
HG793809.1	7996	426	679	12.989294	4.4709	"Human papillomavirus type 6 complete genome, isolate 1"	31552	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 10	Human papillomavirus type 6	Human papillomavirus type 6	SA_7	18993355
HM011556.1	5387	5387	125579	3675.906	1227.35	"Merkel cell polyomavirus isolate R17b, complete genome"	493803	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Alphapolyomavirus	Alphapolyomavirus quintihominis	Merkel cell polyomavirus	Merkel cell polyomavirus	SA_7	18993355
HM011560.1	4926	1251	90	8.383794	0.961937	"Polyomavirus HPyV6 isolate 607a, complete genome"	746830	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Deltapolyomavirus	Deltapolyomavirus sextihominis	Human polyomavirus 6	Human polyomavirus 6	SA_7	18993355
HM053693.2	5153	665	5	0.17389566	0.0510867	"Porcine bocavirus 1 pig/ZJD/China/2006, complete genome"	795694	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Ungulate bocaparvovirus 2	Porcine bocavirus 1 pig/ZJD/China/2006	Porcine bocavirus 1 pig/ZJD/China/2006	SA_7	18993355
HM189301.1	2328	442	6	0.3838384	0.135696	"Influenza A virus (A/swine/Guangdong/1/2010(H1N1)) segment 1 polymerase PB2 (PB2) gene, complete cds"	762299	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/swine/Guangdong/1/2010(H1N1))	Influenza A virus (A/swine/Guangdong/1/2010(H1N1))	SA_7	18993355
HM585353.1	26340	150	1	0.005727377	0.00199886	"South polar skua adenovirus-1, complete genome"	1520004	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Siadenovirus	Skua siadenovirus A	Skua adenovirus 1	Skua adenovirus 1	SA_7	18993355
HM590588.1	2383	140	1	0.06269593	0.022094	"Avian gyrovirus 2, complete genome"	1002273	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Gyrovirus	Gyrovirus galga1	Avian gyrovirus 2	Avian gyrovirus 2	SA_7	18993355
HM999987.1	7293	459	3	0.07041859	0.0216578	"Human papillomavirus type 135 isolate NJ3500, complete genome"	1070408	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 15	Human papillomavirus 135	Human papillomavirus 135	SA_7	18993355
HM999993.1	7384	1102	8	0.16505392	0.0570422	"Human papillomavirus type 141 isolate NJ2801Cn, complete genome"	1070414	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 11	Human papillomavirus 141	Human papillomavirus 141	SA_7	18993355
HM999995.1	7715	1328	2869	60.401188	19.5791	"Human papillomavirus type 143 isolate CL3220, complete genome"	1070416	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus 143	Human papillomavirus 143	SA_7	18993355
